trade_date,ts_code,exalter,buy,buy_rate,sell,sell_rate,net_buy,side,reason
20250617,002615.SZ,机构专用,538490.0,0.05,23380762.15,2.23,-22842272.15,1,日跌幅偏离值达到7%的前5只证券
20250617,002678.SZ,开源证券股份有限公司西安太华路证券营业部,38276274.4,6.87,52655263.94,9.46,-14378989.54,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,联储证券股份有限公司浙江分公司,28288409.4,5.08,0.0,0.0,28288409.4,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,国盛证券有限责任公司宁波天童南路证券营业部,23780744.0,4.27,82070.0,0.01,23698674.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,联储证券股份有限公司杭州环城北路证券营业部,23358000.0,4.19,0.0,0.0,23358000.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,机构专用,14503104.0,2.6,0.0,0.0,14503104.0,0,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,开源证券股份有限公司西安太华路证券营业部,38276274.4,6.87,52655263.94,9.46,-14378989.54,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,平安证券股份有限公司福州长乐北路证券营业部,829143.0,0.15,21778654.0,3.91,-20949511.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,平安证券股份有限公司银川凤凰北街证券营业部,187547.0,0.03,16219753.0,2.91,-16032206.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,深股通专用,9931357.0,1.78,10848296.7,1.95,-916939.7,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002678.SZ,国泰海通证券股份有限公司上海浦东新区福山路证券营业部,3640000.0,0.65,8442322.0,1.52,-4802322.0,1,连续三个交易日内，涨幅偏离值累计达到20%的证券
20250617,002731.SZ,机构专用,51448498.4,5.04,29888019.0,2.93,21560479.4,0,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,机构专用,40850590.8,4.0,15543484.5,1.52,25307106.3,0,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,中国国际金融股份有限公司上海分公司,23637684.8,2.32,8530672.0,0.84,15107012.8,0,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,机构专用,23379905.0,2.29,4654827.0,0.46,18725078.0,0,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,机构专用,18338460.5,1.8,8414917.0,0.82,9923543.5,0,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,机构专用,51448498.4,5.04,29888019.0,2.93,21560479.4,1,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,光大证券股份有限公司汕头华山路证券营业部,7277241.0,0.71,27360239.0,2.68,-20082998.0,1,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,机构专用,5369298.0,0.53,25416076.0,2.49,-20046778.0,1,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,国盛证券有限责任公司南昌北京西路证券营业部,0.0,0.0,25327974.0,2.48,-25327974.0,1,日跌幅偏离值达到7%的前5只证券
20250617,002731.SZ,机构专用,40850590.8,4.0,15543484.5,1.52,25307106.3,1,日跌幅偏离值达到7%的前5只证券
20250617,002750.SZ,广发证券股份有限公司昆明东风西路证券营业部,857584.0,11.86,0.0,0.0,857584.0,0,退市整理期
20250617,002750.SZ,中国中金财富证券有限公司广州番禺东兴路证券营业部,840698.0,11.63,683054.0,9.45,157644.0,0,退市整理期
20250617,002750.SZ,平安证券股份有限公司南通工农南路证券营业部,738523.0,10.22,343914.0,4.76,394609.0,0,退市整理期
20250617,002750.SZ,东莞证券股份有限公司东莞长安分公司,620000.0,8.58,0.0,0.0,620000.0,0,退市整理期
20250617,002750.SZ,中泰证券股份有限公司芜湖中山南路证券营业部,402143.0,5.56,254076.0,3.52,148067.0,0,退市整理期
20250617,002750.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,2775.0,0.04,961678.0,13.3,-958903.0,1,退市整理期
20250617,002750.SZ,中国中金财富证券有限公司广州番禺东兴路证券营业部,840698.0,11.63,683054.0,9.45,157644.0,1,退市整理期
20250617,002750.SZ,海通证券股份有限公司遵义北海路证券营业部,0.0,0.0,663338.0,9.18,-663338.0,1,退市整理期
20250617,002750.SZ,中信建投证券股份有限公司福清福和路证券营业部,0.0,0.0,376750.0,5.21,-376750.0,1,退市整理期
20250617,002750.SZ,平安证券股份有限公司南通工农南路证券营业部,738523.0,10.22,343914.0,4.76,394609.0,1,退市整理期
20250617,002828.SZ,机构专用,18060135.4,1.49,3111645.0,0.26,14948490.4,0,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,机构专用,18060135.4,1.49,3111645.0,0.26,14948490.4,0,日换手率达到20%的前5只证券
20250617,002828.SZ,机构专用,18060135.4,1.49,3111645.0,0.26,14948490.4,0,日振幅值达到15%的前5只证券
20250617,002828.SZ,机构专用,16703837.0,1.38,5360017.34,0.44,11343819.66,0,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,机构专用,16703837.0,1.38,5360017.34,0.44,11343819.66,0,日换手率达到20%的前5只证券
20250617,002828.SZ,机构专用,16703837.0,1.38,5360017.34,0.44,11343819.66,0,日振幅值达到15%的前5只证券
20250617,002828.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,14994660.0,1.24,3671929.0,0.3,11322731.0,0,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,14994660.0,1.24,3671929.0,0.3,11322731.0,0,日换手率达到20%的前5只证券
20250617,002828.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,14994660.0,1.24,3671929.0,0.3,11322731.0,0,日振幅值达到15%的前5只证券
20250617,002828.SZ,国金证券股份有限公司深圳分公司,13833656.0,1.14,4751265.0,0.39,9082391.0,0,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,国金证券股份有限公司深圳分公司,13833656.0,1.14,4751265.0,0.39,9082391.0,0,日换手率达到20%的前5只证券
20250617,002828.SZ,国金证券股份有限公司深圳分公司,13833656.0,1.14,4751265.0,0.39,9082391.0,0,日振幅值达到15%的前5只证券
20250617,002828.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,13109929.0,1.08,3079598.0,0.25,10030331.0,0,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,13109929.0,1.08,3079598.0,0.25,10030331.0,0,日振幅值达到15%的前5只证券
20250617,002828.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,13109929.0,1.08,3079598.0,0.25,10030331.0,0,日换手率达到20%的前5只证券
20250617,002828.SZ,中国银河证券股份有限公司绍兴证券营业部,849818.0,0.07,27828170.12,2.29,-26978352.12,1,日振幅值达到15%的前5只证券
20250617,002828.SZ,中国银河证券股份有限公司绍兴证券营业部,849818.0,0.07,27828170.12,2.29,-26978352.12,1,日换手率达到20%的前5只证券
20250617,002828.SZ,中国银河证券股份有限公司绍兴证券营业部,849818.0,0.07,27828170.12,2.29,-26978352.12,1,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,国盛证券有限责任公司宁波桑田路证券营业部,1144480.0,0.09,25189264.74,2.08,-24044784.74,1,日振幅值达到15%的前5只证券
20250617,002828.SZ,国盛证券有限责任公司宁波桑田路证券营业部,1144480.0,0.09,25189264.74,2.08,-24044784.74,1,日换手率达到20%的前5只证券
20250617,002828.SZ,国盛证券有限责任公司宁波桑田路证券营业部,1144480.0,0.09,25189264.74,2.08,-24044784.74,1,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,华鑫证券有限责任公司深圳益田路证券营业部,109890.0,0.01,19254578.0,1.59,-19144688.0,1,日振幅值达到15%的前5只证券
20250617,002828.SZ,华鑫证券有限责任公司深圳益田路证券营业部,109890.0,0.01,19254578.0,1.59,-19144688.0,1,日换手率达到20%的前5只证券
20250617,002828.SZ,华鑫证券有限责任公司深圳益田路证券营业部,109890.0,0.01,19254578.0,1.59,-19144688.0,1,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,开源证券股份有限公司西安太华路证券营业部,0.0,0.0,18200749.73,1.5,-18200749.73,1,日振幅值达到15%的前5只证券
20250617,002828.SZ,开源证券股份有限公司西安太华路证券营业部,0.0,0.0,18200749.73,1.5,-18200749.73,1,日换手率达到20%的前5只证券
20250617,002828.SZ,开源证券股份有限公司西安太华路证券营业部,0.0,0.0,18200749.73,1.5,-18200749.73,1,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,东北证券股份有限公司青岛分公司,196332.0,0.02,16245628.0,1.34,-16049296.0,1,日振幅值达到15%的前5只证券
20250617,002828.SZ,东北证券股份有限公司青岛分公司,196332.0,0.02,16245628.0,1.34,-16049296.0,1,日涨幅偏离值达到7%的前5只证券
20250617,002828.SZ,东北证券股份有限公司青岛分公司,196332.0,0.02,16245628.0,1.34,-16049296.0,1,日换手率达到20%的前5只证券
20250617,002878.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,28793356.0,1.14,21866631.35,0.86,6926724.65,0,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,28793356.0,1.14,21866631.35,0.86,6926724.65,0,日换手率达到20%的前5只证券
20250617,002878.SZ,中国银河证券股份有限公司大连黄河路证券营业部,28009610.24,1.11,13019.0,0.0,27996591.24,0,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,中国银河证券股份有限公司大连黄河路证券营业部,28009610.24,1.11,13019.0,0.0,27996591.24,0,日换手率达到20%的前5只证券
20250617,002878.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,27616838.0,1.09,14905583.7,0.59,12711254.3,0,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,27616838.0,1.09,14905583.7,0.59,12711254.3,0,日换手率达到20%的前5只证券
20250617,002878.SZ,国信证券股份有限公司浙江互联网分公司,27548603.0,1.09,8337166.0,0.33,19211437.0,0,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,国信证券股份有限公司浙江互联网分公司,27548603.0,1.09,8337166.0,0.33,19211437.0,0,日换手率达到20%的前5只证券
20250617,002878.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,24011190.96,0.95,19480368.0,0.77,4530822.96,0,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,24011190.96,0.95,19480368.0,0.77,4530822.96,0,日换手率达到20%的前5只证券
20250617,002878.SZ,机构专用,18777896.0,0.74,57107921.92,2.26,-38330025.92,1,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,机构专用,18777896.0,0.74,57107921.92,2.26,-38330025.92,1,日换手率达到20%的前5只证券
20250617,002878.SZ,中泰证券股份有限公司湖北分公司,664792.0,0.03,50460640.75,1.99,-49795848.75,1,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,中泰证券股份有限公司湖北分公司,664792.0,0.03,50460640.75,1.99,-49795848.75,1,日换手率达到20%的前5只证券
20250617,002878.SZ,华林证券股份有限公司北京分公司,769625.0,0.03,39102582.54,1.55,-38332957.54,1,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,华林证券股份有限公司北京分公司,769625.0,0.03,39102582.54,1.55,-38332957.54,1,日换手率达到20%的前5只证券
20250617,002878.SZ,开源证券股份有限公司西安太华路证券营业部,72864.0,0.0,38271846.63,1.51,-38198982.63,1,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,开源证券股份有限公司西安太华路证券营业部,72864.0,0.0,38271846.63,1.51,-38198982.63,1,日换手率达到20%的前5只证券
20250617,002878.SZ,中泰证券股份有限公司江西分公司,1108890.0,0.04,35308445.94,1.4,-34199555.94,1,日跌幅偏离值达到7%的前5只证券
20250617,002878.SZ,中泰证券股份有限公司江西分公司,1108890.0,0.04,35308445.94,1.4,-34199555.94,1,日换手率达到20%的前5只证券
20250617,002898.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,4427934.3,1.69,1766841.5,0.67,2661092.8,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,东方财富证券股份有限公司拉萨金融城南环路证券营业部,3821800.9,1.46,3326099.0,1.27,495701.9,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,3740576.9,1.42,2836808.8,1.08,903768.1,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,东亚前海证券有限责任公司浙江分公司,3364343.0,1.28,3529413.0,1.34,-165070.0,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,国金证券股份有限公司深圳湾一号证券营业部,3265828.0,1.24,4927459.3,1.88,-1661631.3,0,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,国金证券股份有限公司深圳湾一号证券营业部,3265828.0,1.24,4927459.3,1.88,-1661631.3,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,国信证券股份有限公司成都二环路证券营业部,0.0,0.0,4692231.0,1.79,-4692231.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,中航证券有限公司新余劳动北路证券营业部,781332.0,0.3,4464058.0,1.7,-3682726.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,华创证券有限责任公司北京西直门证券营业部,94508.0,0.04,4157160.0,1.58,-4062652.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002898.SZ,招商证券股份有限公司北京海淀大街证券营业部,0.0,0.0,3824956.0,1.46,-3824956.0,1,连续三个交易日内，涨幅偏离值累计达到12%的ST证券、*ST证券和未完成股改证券
20250617,002951.SZ,申万宏源证券有限公司南京胜利路证券营业部,8721084.76,1.24,0.0,0.0,8721084.76,0,日振幅值达到15%的前5只证券
20250617,002951.SZ,平安证券股份有限公司三亚新风街证券营业部,6427712.0,0.92,1424076.0,0.2,5003636.0,0,日振幅值达到15%的前5只证券
20250617,002951.SZ,国信证券股份有限公司浙江互联网分公司,6309118.0,0.9,4260954.0,0.61,2048164.0,0,日振幅值达到15%的前5只证券
20250617,002951.SZ,中信证券股份有限公司浙江分公司,5595767.0,0.8,5695175.0,0.81,-99408.0,0,日振幅值达到15%的前5只证券
20250617,002951.SZ,中信建投证券股份有限公司北京鸿翼分公司,5440090.0,0.78,2786342.0,0.4,2653748.0,0,日振幅值达到15%的前5只证券
20250617,002951.SZ,中国银河证券股份有限公司大连黄河路证券营业部,29944.0,0.0,48393216.9,6.9,-48363272.9,1,日振幅值达到15%的前5只证券
20250617,002951.SZ,国金证券股份有限公司深圳分公司,1443785.0,0.21,11074346.0,1.58,-9630561.0,1,日振幅值达到15%的前5只证券
20250617,002951.SZ,机构专用,0.0,0.0,10416229.0,1.48,-10416229.0,1,日振幅值达到15%的前5只证券
20250617,002951.SZ,国金证券股份有限公司上海静安区南京西路证券营业部,1413723.0,0.2,6574710.0,0.94,-5160987.0,1,日振幅值达到15%的前5只证券
20250617,002951.SZ,广发证券股份有限公司温州瓯江路证券营业部,210108.0,0.03,6412880.0,0.91,-6202772.0,1,日振幅值达到15%的前5只证券
20250617,123256.SZ,湘财证券股份有限公司合肥长江中路证券营业部,5469321.0,30.41,0.0,0.0,5469321.0,0,上市首日可转债
20250617,123256.SZ,东吴证券股份有限公司苏州相城区珍珠湖路证券营业部,5054764.0,28.11,0.0,0.0,5054764.0,0,上市首日可转债
20250617,123256.SZ,东北证券股份有限公司宁波江安路证券营业部,4541680.0,25.25,3146.0,0.02,4538534.0,0,上市首日可转债
20250617,123256.SZ,东兴证券股份有限公司深圳金田路证券营业部,1821690.0,10.13,0.0,0.0,1821690.0,0,上市首日可转债
20250617,123256.SZ,世纪证券有限责任公司深圳罗湖分公司,990203.5,5.51,0.0,0.0,990203.5,0,上市首日可转债
20250617,123256.SZ,机构专用,0.0,0.0,781938.3,4.35,-781938.3,1,上市首日可转债
20250617,123256.SZ,国信证券股份有限公司北京昌平证券营业部,0.0,0.0,376890.8,2.1,-376890.8,1,上市首日可转债
20250617,123256.SZ,东莞证券股份有限公司东莞横沥中山东路证券营业部,0.0,0.0,321113.0,1.79,-321113.0,1,上市首日可转债
20250617,123256.SZ,华泰证券股份有限公司上海宝山区牡丹江路证券营业部,0.0,0.0,251828.2,1.4,-251828.2,1,上市首日可转债
20250617,123256.SZ,广发证券股份有限公司重庆江北嘴证券营业部,0.0,0.0,202229.3,1.12,-202229.3,1,上市首日可转债
20250617,300016.SZ,开源证券股份有限公司西安太华路证券营业部,38343577.0,4.49,0.0,0.0,38343577.0,0,日涨幅达到15%的前5只证券
20250617,300016.SZ,华鑫证券有限责任公司成都交子大道证券营业部,15924194.58,1.86,0.0,0.0,15924194.58,0,日涨幅达到15%的前5只证券
20250617,300016.SZ,华鑫证券有限责任公司上海光复路证券营业部,14558363.0,1.7,24872.0,0.0,14533491.0,0,日涨幅达到15%的前5只证券
20250617,300016.SZ,中泰证券股份有限公司常州惠国路证券营业部,12552883.0,1.47,185808.0,0.02,12367075.0,0,日涨幅达到15%的前5只证券
20250617,300016.SZ,机构专用,12439114.0,1.46,10629735.08,1.24,1809378.92,0,日涨幅达到15%的前5只证券
20250617,300016.SZ,中信建投证券股份有限公司北京望京证券营业部,975.0,0.0,23016656.0,2.69,-23015681.0,1,日涨幅达到15%的前5只证券
20250617,300016.SZ,机构专用,12439114.0,1.46,10629735.08,1.24,1809378.92,1,日涨幅达到15%的前5只证券
20250617,300016.SZ,方正证券股份有限公司杭州白石巷证券营业部,19829.0,0.0,10282541.0,1.2,-10262712.0,1,日涨幅达到15%的前5只证券
20250617,300016.SZ,大同证券有限责任公司太原分公司,1027306.0,0.12,8907830.0,1.04,-7880524.0,1,日涨幅达到15%的前5只证券
20250617,300016.SZ,中国中金财富证券有限公司深圳市深圳湾一号证券营业部,535654.0,0.06,8599263.0,1.01,-8063609.0,1,日涨幅达到15%的前5只证券
20250617,300157.SZ,机构专用,47950812.36,3.31,26891796.72,1.86,21059015.64,0,日涨幅达到15%的前5只证券
20250617,300157.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,26315166.0,1.82,14203449.0,0.98,12111717.0,0,日涨幅达到15%的前5只证券
20250617,300157.SZ,中国银河证券股份有限公司北京中关村大街证券营业部,24365275.0,1.68,85158.0,0.01,24280117.0,0,日涨幅达到15%的前5只证券
20250617,300157.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,15202369.0,1.05,18018548.0,1.24,-2816179.0,0,日涨幅达到15%的前5只证券
20250617,300157.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,13757209.0,0.95,12488169.0,0.86,1269040.0,0,日涨幅达到15%的前5只证券
20250617,300157.SZ,机构专用,47950812.36,3.31,26891796.72,1.86,21059015.64,1,日涨幅达到15%的前5只证券
20250617,300157.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,15202369.0,1.05,18018548.0,1.24,-2816179.0,1,日涨幅达到15%的前5只证券
20250617,300157.SZ,中国国际金融股份有限公司上海分公司,9714461.0,0.67,17614756.64,1.22,-7900295.64,1,日涨幅达到15%的前5只证券
20250617,300157.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,26315166.0,1.82,14203449.0,0.98,12111717.0,1,日涨幅达到15%的前5只证券
20250617,300157.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,13757209.0,0.95,12488169.0,0.86,1269040.0,1,日涨幅达到15%的前5只证券
20250617,300164.SZ,机构专用,62149977.95,2.75,40394448.6,1.78,21755529.35,0,日换手率达到30%的前5只证券
20250617,300164.SZ,机构专用,62149977.95,2.75,40394448.6,1.78,21755529.35,0,日振幅值达到30%的前5只证券
20250617,300164.SZ,国泰海通证券股份有限公司上海静安区新闸路证券营业部,41443229.0,1.83,0.0,0.0,41443229.0,0,日换手率达到30%的前5只证券
20250617,300164.SZ,国泰海通证券股份有限公司上海静安区新闸路证券营业部,41443229.0,1.83,0.0,0.0,41443229.0,0,日振幅值达到30%的前5只证券
20250617,300164.SZ,国金证券股份有限公司深圳分公司,31314030.15,1.38,6281235.0,0.28,25032795.15,0,日换手率达到30%的前5只证券
20250617,300164.SZ,国金证券股份有限公司深圳分公司,31314030.15,1.38,6281235.0,0.28,25032795.15,0,日振幅值达到30%的前5只证券
20250617,300164.SZ,中国国际金融股份有限公司上海分公司,28854679.0,1.27,15678646.0,0.69,13176033.0,0,日换手率达到30%的前5只证券
20250617,300164.SZ,中国国际金融股份有限公司上海分公司,28854679.0,1.27,15678646.0,0.69,13176033.0,0,日振幅值达到30%的前5只证券
20250617,300164.SZ,机构专用,26267687.63,1.16,6922510.0,0.31,19345177.63,0,日换手率达到30%的前5只证券
20250617,300164.SZ,机构专用,26267687.63,1.16,6922510.0,0.31,19345177.63,0,日振幅值达到30%的前5只证券
20250617,300164.SZ,机构专用,62149977.95,2.75,40394448.6,1.78,21755529.35,1,日换手率达到30%的前5只证券
20250617,300164.SZ,机构专用,62149977.95,2.75,40394448.6,1.78,21755529.35,1,日振幅值达到30%的前5只证券
20250617,300164.SZ,华泰证券股份有限公司江阴福泰路证券营业部,3968351.0,0.18,25148362.0,1.11,-21180011.0,1,日换手率达到30%的前5只证券
20250617,300164.SZ,华泰证券股份有限公司江阴福泰路证券营业部,3968351.0,0.18,25148362.0,1.11,-21180011.0,1,日振幅值达到30%的前5只证券
20250617,300164.SZ,西南证券股份有限公司陕西分公司,104683.0,0.0,21142337.0,0.93,-21037654.0,1,日换手率达到30%的前5只证券
20250617,300164.SZ,西南证券股份有限公司陕西分公司,104683.0,0.0,21142337.0,0.93,-21037654.0,1,日振幅值达到30%的前5只证券
20250617,300164.SZ,中信建投证券股份有限公司东三环中路证券营业部,1393960.0,0.06,21076139.26,0.93,-19682179.26,1,日换手率达到30%的前5只证券
20250617,300164.SZ,中信建投证券股份有限公司东三环中路证券营业部,1393960.0,0.06,21076139.26,0.93,-19682179.26,1,日振幅值达到30%的前5只证券
20250617,300164.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,15068374.0,0.67,20672115.54,0.91,-5603741.54,1,日换手率达到30%的前5只证券
20250617,300164.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,15068374.0,0.67,20672115.54,0.91,-5603741.54,1,日振幅值达到30%的前5只证券
20250617,300457.SZ,深股通专用,48043664.5,3.29,19774570.0,1.35,28269094.5,0,日涨幅达到15%的前5只证券
20250617,300457.SZ,国泰海通证券股份有限公司宜昌沿江大道证券营业部,42855933.0,2.93,0.0,0.0,42855933.0,0,日涨幅达到15%的前5只证券
20250617,300457.SZ,机构专用,30987099.0,2.12,1471508.06,0.1,29515590.94,0,日涨幅达到15%的前5只证券
20250617,300457.SZ,国盛证券有限责任公司宁波桑田路证券营业部,27195529.0,1.86,464492.0,0.03,26731037.0,0,日涨幅达到15%的前5只证券
20250617,300457.SZ,机构专用,21943960.0,1.5,3991140.15,0.27,17952819.85,0,日涨幅达到15%的前5只证券
20250617,300457.SZ,东吴证券股份有限公司昆山环城北路证券营业部,2510914.0,0.17,22047743.29,1.51,-19536829.29,1,日涨幅达到15%的前5只证券
20250617,300457.SZ,国金证券股份有限公司上海静安区南京西路证券营业部,7192878.0,0.49,20938861.0,1.43,-13745983.0,1,日涨幅达到15%的前5只证券
20250617,300457.SZ,深股通专用,48043664.5,3.29,19774570.0,1.35,28269094.5,1,日涨幅达到15%的前5只证券
20250617,300457.SZ,方正证券股份有限公司郴州宜章南京东路证券营业部,0.0,0.0,17519280.0,1.2,-17519280.0,1,日涨幅达到15%的前5只证券
20250617,300457.SZ,海通证券股份有限公司上海徐汇区柳州路证券营业部,660396.0,0.05,14731932.0,1.01,-14071536.0,1,日涨幅达到15%的前5只证券
20250617,300468.SZ,深股通专用,576547957.72,3.23,531840660.12,2.98,44707297.6,0,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,193995792.92,1.09,193434375.96,1.08,561416.96,0,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,机构专用,168664919.43,0.95,83696763.36,0.47,84968156.07,0,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,167629078.8,0.94,169458152.38,0.95,-1829073.58,0,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,162525598.19,0.91,147299923.57,0.83,15225674.62,0,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,深股通专用,576547957.72,3.23,531840660.12,2.98,44707297.6,1,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,193995792.92,1.09,193434375.96,1.08,561416.96,1,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,167629078.8,0.94,169458152.38,0.95,-1829073.58,1,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,162525598.19,0.91,147299923.57,0.83,15225674.62,1,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300468.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,128930897.24,0.72,129812919.49,0.73,-882022.25,1,连续三个交易日内，涨幅偏离值累计达到30%的证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,29955540.1,1.14,34588104.4,1.31,-4632564.3,0,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,25456806.65,0.97,35005406.79,1.33,-9548600.14,0,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,25403537.65,0.97,25258524.37,0.96,145013.28,0,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,23422136.03,0.89,26354355.42,1.0,-2932219.39,0,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨东城区江苏大道证券营业部,19681851.95,0.75,15707327.7,0.6,3974524.25,0,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨团结路第二证券营业部,25456806.65,0.97,35005406.79,1.33,-9548600.14,1,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨团结路第一证券营业部,29955540.1,1.14,34588104.4,1.31,-4632564.3,1,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨东环路第二证券营业部,23422136.03,0.89,26354355.42,1.0,-2932219.39,1,日换手率达到30%的前5只证券
20250617,300546.SZ,东方财富证券股份有限公司拉萨东环路第一证券营业部,25403537.65,0.97,25258524.37,0.96,145013.28,1,日换手率达到30%的前5只证券
20250617,300546.SZ,机构专用,6612747.0,0.25,21886168.6,0.83,-15273421.6,1,日换手率达到30%的前5只证券
20250617,300581.SZ,深股通专用,328724727.47,5.15,306110591.76,4.8,22614135.71,0,连续三个交易日内，涨幅偏离值累计达到30%的证券
